index,trial_url,Study (disease • registry),Disease Category,Disease Area,Method,Enrollment (target),Countries (per CMN page),In US?,Start year,Last-updated year,Gene-editing method,Gene-editing category,Phase 1,Phase 2,Phase 3,Countries (per CMN page),,China,#ERROR!
55,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-acute-lymphoblastic-leukaemia-b-all-nct04557436/,"Phase 1, Open Label Study of CRISPR-CAR Genome Edited T Cells (PBLTT52CAR19) in Relapsed /Refractory B Cell Acute Lymphoblastic Leukaemia",Leukaemia,Haematological malignancies (blood cancers),Ex-vivo,10,United Kingdom,No,2020,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,United Kingdom,,,
56,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-hematological-malignancies-nct05381181/,Clinical Study of the Safety and Efficacy of Next-generation Universal CD19 Chimeric Antigen Receptor T Cells in the Treatment of Relapsed or Refractory B Cell Malignancies,Relapsed or refractory B-cell hematological malignancies,Haematological malignancies (blood cancers),Ex-vivo,20,,No,2023,2025,Gene: Delivery method: - Ex-vivo,Other,1,1,0,,,,
57,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-lymphoma-and-chronic-lymphocytic-leukemia-nct04245722/,"A Phase I, Open-Label, Multicenter Study of FT596 as a Monotherapy and in Combination With Rituximab or Obinutuzumab in Subjects With Relapsed/Refractory B-cell Lymphoma and Chronic Lymphocytic Leukemia",Relapsed or Refractory B-cell Lymphoma and Chronic Lymphocytic Leukemia,Haematological malignancies (blood cancers),Ex-vivo,98,United States,Yes,2020,2025,Multiple,Other,1,0,0,United States,,,
58,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-malignancies-nct06014762/,"Open-Label, Multicenter, Phase 1 Study to Assess the Safety of P-CD19CD20-ALLO1 in Subjects With Selected Relapsed/Refractory B Cell Malignancies",Relapsed or Refractory B-cell Malignancies,Haematological malignancies (blood cancers),Ex-vivo,70,United States,Yes,2023,2025,Cas-CLOVER,CAS-CLOVER,1,0,0,United States,,,
59,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-malignancies-nct03166878/,"Phase I/II Study to Determine the Safety, Tolerability, Biological Activity and Efficacy of Universal CRISPR-Cas9 Gene-Editing CAR-T Cells Targeting CD19(UCART019) in Patients With Relapsed or Refractory CD19+ Leukemia and Lymphoma",Relapsed or Refractory B-Cell Malignancies,Haematological malignancies (blood cancers),Ex-vivo,80,China,No,2017,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,1,
60,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-malignancies-nct03229876/,A Safety and Efficacy Study of CD19-UCART (Allogeneic Engineered T-cells Expressing Anti-CD19 Chimeric Antigen Receptor) in Patients With Relapsed or Refractory B-cell Hematologic Malignancies,Relapsed or Refractory B-cell Malignancies,Haematological malignancies (blood cancers),Ex-vivo,20,China,No,2019,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,1,
61,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-malignancies-nct03298828/,CD19 Chimeric Antigen Receptor (CAR) and PD-1 Knockout Engineered T Cells for CD19 Positive Malignant B-cell Derived Leukemia and Lymphoma,Relapsed or Refractory B-cell Malignancies,Haematological malignancies (blood cancers),Ex-vivo,30,,No,2017,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,,,,
62,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-malignancies-nct03398967/,Phase I/II Study to Evaluate Treatment of Relapsed or Refractory Leukemia and Lymphoma With Universal CRISPR-Cas9 Gene-Editing CAR-T Cells Targeting CD19 and CD20 or CD22,Relapsed or Refractory B-Cell Malignancies,Haematological malignancies (blood cancers),Ex-vivo,80,China,No,2018,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,1,
63,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-malignancies-nct04035434/,A Phase 1 Dose Escalation and Cohort Expansion Study of the Safety and Efficacy of Allogeneic CRISPR-Cas9-Engineered T Cells (CTX110) in Subjects With Relapsed or Refractory B-Cell Malignancies (CARBON),Relapsed or Refractory B-cell Malignancies,Haematological malignancies (blood cancers),Ex-vivo,227,"United States, Australia, Germany, Canada, Spain",Yes,2019,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,"United States, Australia, Germany, Canada, Spain",,,
64,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-malignancies-nct04037566/,A Safety Study of Autologous T Cells Engineered to Target CD19 and CRISPR Gene Edited to Eliminate Endogenous HPK1 (XYF19 CAR-T Cells) for Relapsed or Refractory Haematopoietic Malignancies,Relapsed or Refractory B-cell Malignancies,Haematological malignancies (blood cancers),Ex-vivo,40,China,No,2019,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,1,
65,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-malignancies-nct04629729/,A Phase I Study of FT819 in Subjects With B-cell Malignancies,B-cell malignancies,Haematological malignancies (blood cancers),Ex-vivo,396,United States,Yes,2021,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,United States,,,
66,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-malignancies-nct04933825/,"An Exploratory ,Open-label, and Single Center Study to Evaluate the Safety and Efficacy of ET-02 in Patients With Relapsed or Refractory B-cell Malignancies (NHL/ALL)",B-cell malignancies,Haematological malignancies (blood cancers),Ex-vivo,18,China,No,2021,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,1,
67,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-malignancies-nct05336409/,"The ELiPSE-1 Study: A Phase 1, Multicenter, Open-Label Study of CNTY-101 in Subjects With Relapsed or Refractory CD19-Positive B-Cell Malignancies",Relapsed or Refractory B-Cell Malignancies,Haematological malignancies (blood cancers),Ex-vivo,75,United States,Yes,2023,2025,CRISPR,CRISPR-Cas,1,0,0,United States,,,
68,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-malignancies-nct05643742/,"A Phase 1/2, Open-Label, Multicenter, Dose Escalation and Cohort Expansion Study of the Safety and Efficacy of Anti-CD19 Allogeneic CRISPR-Cas9-Engineered T Cells (CTX112) in Subjects With Relapsed or Refractory B Cell Malignancies",Relapsed or Refractory B-Cell Malignancies,Haematological malignancies (blood cancers),Ex-vivo,120,United States,Yes,2023,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,United States,,,
69,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-non-hodgkin-lymphoma-b-nhl-nct04637763/,"A Phase 1, Multicenter, Open-Label Study of CB-010, a CRISPR-Edited Allogeneic Anti-CD19 CAR-T Cell Therapy in Patients With Relapsed/Refractory B Cell Non-Hodgkin Lymphoma (ANTLER)",Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma,Haematological malignancies (blood cancers),Ex-vivo,72,"United States, Australia, Israel",Yes,2021,2025,Cas9 chRDNA (CRISPR hybrid RNA-DNA),RNA editing,1,0,0,"United States, Australia, Israel",,,
70,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-non-hodgkin-lymphoma-nhl-nct05741359/,A Phase I/II Clinical Study of the Safety and Efficacy of CD19-targeted Non-viral PD1 Site-specific Integrated CAR-T Cell Injection (BRL-201) in the Treatment of Relapsed or Refractory B Lymphocyte Non-Hodgkin Lymphoma,Relapsed or Refractory B-Cell Non-Hodgkin Lymphoma,Haematological malignancies (blood cancers),Ex-vivo,18,China,No,2023,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,1,
71,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-b-cell-non-hodgkins-lymphoma-nct06838832/,Novel Allogenic CD19-targeting Chimeric Antigen Receptor γδT Cells Therapy (QH103E) in Patients With Relapsed or Refractory B-cell Non-Hodgkin's Lymphoma,Relapsed or refractory B-cell non-Hodgkin's lymphoma,Haematological malignancies (blood cancers),Ex-vivo,30,,No,2025,2025,Gene editing (QH103E),Other,1,1,0,,,,
72,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-haematopoietic-malignancies-nct04767308/,"A Single-center, Single-arm Exploratory Clinical Trial to Evaluate the Safety and Efficacy of Fully Human Anti-CD5 Chimeric Antigen Receptor T Cells (CT125A Cells) for the Treatment of Relapsed/Refractory CD5+ Hematopoietic Malignancies",Haematological cancers,Haematological malignancies (blood cancers),Ex-vivo,18,,No,2021,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,,,,
73,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-large-b-cell-lymphoma-lbcl-nct05714345/,"A Randomized, Open-Label, Phase 2 Study Evaluating Lymphodepletion With ALLO-647, Fludarabine, and Cyclophosphamide, vs. Fludarabine and Cyclophosphamide Alone, in Subjects With Relapsed/Refractory Large B-Cell Lymphoma Receiving ALLO-501A Allogeneic CAR T Cell Therapy",Relapsed or Refractory Large B Cell Lymphoma,Haematological malignancies (blood cancers),Ex-vivo,70,"United States, Belgium",Yes,2023,2025,ALLO-501A CAR T Cell Therapy,Other,0,1,0,"United States, Belgium",,,
74,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-large-b-cell-lymphoma-lbcl-nct04416984/,"A Single-Arm, Open-Label, Phase 1/2 Study Evaluating the Safety, Efficacy, and Cellular Kinetics/Pharmacodynamics of ALLO-501A, an Anti-CD19 Allogeneic CAR T Cell Therapy, and ALLO-647, an Anti-CD52 Monoclonal Antibody, in Subjects With Relapsed/Refractory Large B-Cell Lymphoma (LBCL)",Relapsed or Refractory Large B-Cell Lymphoma,Haematological malignancies (blood cancers),Ex-vivo,160,"United States, Australia, Canada",Yes,2020,2025,TALENs,Other,1,1,0,"United States, Australia, Canada",,,
75,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-lymphoma-and-leukaemia-nct04030195/,"A Phase 1/2a, Open-label, Dose-escalation, Dose-expansion, Parallel Assignment Study to Evaluate the Safety and Clinical Activity of PBCAR20A in Subjects With Relapsed/Refractory (r/r) Non-Hodgkin Lymphoma (NHL) or r/r Chronic Lymphocytic Leukemia (CLL) or Small Lymphocytic Lymphoma (SLL)",Relapsed or Refractory Lymphoma and Leukaemia,Haematological malignancies (blood cancers),Ex-vivo,18,United States,Yes,2020,2025,Meganucleases,Other,1,1,0,United States,,,
76,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-multiple-myeloma-mm-nct03492268/,Safety and Efficacy Evaluation of Autologous BCMA-CART for Treating Relapsed or Refractory Multiple Myeloma,Multiple Myeloma,Haematological malignancies (blood cancers),Ex-vivo,0,China,No,2021,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,1,
77,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-multiple-myeloma-mm-nct03752541/,Efficacy and Safety Evaluation of BCMA-UCART（Allogeneic Engineered T-cells Expressing Anti-BCMA Chimeric Antigen Receptor）in the Treatment of Relapsed or Refractory Multiple Myeloma,Multiple Myeloma,Haematological malignancies (blood cancers),Ex-vivo,20,China,No,2019,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,1,
78,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-multiple-myeloma-mm-nct04093596/,"A Single-Arm, Open-Label, Phase 1 Study of the Safety, Efficacy, and Cellular Kinetics/Pharmacodynamics of ALLO-715 to Evaluate an Anti-BCMA Allogeneic CAR T Cell Therapy With or Without Nirogacestat in Subjects With Relapsed/Refractory Multiple Myeloma",Multiple Myeloma,Haematological malignancies (blood cancers),Ex-vivo,132,United States,Yes,2019,2025,TALENs,Other,1,0,0,United States,,,
79,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-multiple-myeloma-mm-nct04142619/,"Phase I, Open-label Dose-escalation Study to Evaluate the Safety, Expansion, Persistence and Clinical Activity of UCARTCS1A (Allogenic Engineered T-cells Expressing Anti-CS1 Chimeric Antigen Receptor) Administered in Patients With Relapsed/Refractory Multiple Myeloma",Multiple Myeloma,Haematological malignancies (blood cancers),Ex-vivo,18,United States,Yes,2019,2025,TALENs,Other,1,0,0,United States,,,
80,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-multiple-myeloma-mm-nct04171843/,"A Phase 1/2a, Open-label, Dose-escalation, Dose-expansion Study to Evaluate the Safety and Clinical Activity of PBCAR269A, With or Without Nirogacestat, in Study Participants With Relapsed/Refractory Multiple Myeloma",Multiple Myeloma,Haematological malignancies (blood cancers),Ex-vivo,48,United States,Yes,2020,2025,Meganucleases,Other,1,1,0,United States,,,
81,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-multiple-myeloma-mm-nct04244656/,A Phase 1 Dose Escalation and Cohort Expansion Study of the Safety and Efficacy of Anti-BCMA Allogeneic CRISPR-Cas9-Engineered T Cells (CTX120) in Subjects With Relapsed or Refractory Multiple Myeloma,Multiple Myeloma,Haematological malignancies (blood cancers),Ex-vivo,26,"United States, Australia, Canada, Spain",Yes,2020,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,"United States, Australia, Canada, Spain",,,
82,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-multiple-myeloma-mm-nct04960579/,"Open-Label, Multicenter, Phase 1 Study to Assess the Safety of P-BCMA-ALLO1 in Subjects With Relapsed / Refractory Multiple Myeloma (MM)",Multiple Myeloma,Haematological malignancies (blood cancers),Ex-vivo,135,United States,Yes,2022,2025,Cas-CLOVER,CAS-CLOVER,1,0,0,United States,,,
83,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-multiple-myeloma-mm-nct05000450/,"A Single-Arm, Open-Label, Phase 1/2 Study Evaluating the Safety, Efficacy, and Cellular Kinetics/Pharmacodynamics of ALLO-647 and ALLO-605, an Anti- BCMA Allogeneic CAR T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma",Multiple Myeloma,Haematological malignancies (blood cancers),Ex-vivo,6,United States,Yes,2021,2025,TALENs,Other,1,1,0,United States,,,
84,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-multiple-myeloma-mm-nct05182073/,A Phase I Study of FT576 as Monotherapy and in Combination With Daratumumab in Subjects With Relapsed/Refractory Multiple Myeloma,Multiple Myeloma,Haematological malignancies (blood cancers),Ex-vivo,168,United States,Yes,2021,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,United States,,,
85,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-multiple-myeloma-mm-nct05308875/,Clinical Study of the Safety and Efficacy of Non-viral Site-directed Integrated PD1-BCMA-CART in Adult Treatment of Relapsed or Refractory Multiple Myeloma,Multiple Myeloma,Haematological malignancies (blood cancers),Ex-vivo,9,China,No,2022,2025,Undisclosed,Other,1,1,0,China,,1,
86,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-multiple-myeloma-mm-nct05722418/,"A Phase 1, Multicenter, Open-Label Study of CB-011, a CRISPR-Edited Allogeneic Anti-BCMA CAR-T Cell Therapy in Patients With Relapsed/Refractory Multiple Myeloma (CaMMouflage Trial)",Multiple Myeloma,Haematological malignancies (blood cancers),Ex-vivo,50,United States,Yes,2023,2025,Cas12a chRDNA (CRISPR hybrid RNA-DNA),RNA editing,1,0,0,United States,,,
87,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-non-hodgkin-lymphoma-nhl-nct03939026/,"A Single-Arm, Open-Label, Phase 1 Study Evaluating the Safety, Efficacy, and Cellular Kinetics/Pharmacodynamics of ALLO-501, an Anti-CD19 Allogeneic CAR T Cell Therapy, And ALLO-647, An Anti-CD52 Monoclonal Antibody, in Patients With Relapsed/Refractory Large B-Cell Lymphoma or Follicular Lymphoma",Relapsed or Refractory Non-Hodgkin Lymphoma,Haematological malignancies (blood cancers),Ex-vivo,74,United States,Yes,2019,2025,TALENs,Other,1,0,0,United States,,,
88,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-t-cell-acute-lymphoblastic-leukaemia-t-all-nct04984356/,A Phase 1/2 Dose-Escalation and Dose-Expansion Study of the Safety and Efficacy of Anti-CD7 Allogeneic CAR-T Cells (WU-CART-007) in Patients With Relapsed or Refractory T-cell Acute Lymphoblastic Leukemia (T-ALL)/Lymphoblastic Lymphoma (LBL),"Relapsed or Refractory T-cell Acute Lymphoblastic Leukaemia, T-ALL",Haematological malignancies (blood cancers),Ex-vivo,44,"United States, Australia",Yes,2022,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,"United States, Australia",,,
89,https://crisprmedicinenews.com/clinical-trial/relapsed-or-refractory-t-cell-lymphoma-nct04502446/,"A Phase 1, Open-Label, Multicenter, Dose Escalation and Cohort Expansion Study of the Safety and Efficacy of Anti-CD70 Allogeneic CRISPR-Cas9-Engineered T Cells (CTX130) in Subjects With Relapsed or Refractory T or B Cell Malignancies",Relapsed or Refractory T-Cell Lymphoma,Haematological malignancies (blood cancers),Ex-vivo,45,"United States, Australia, Canada",Yes,2020,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,"United States, Australia, Canada",,,
90,https://crisprmedicinenews.com/clinical-trial/relapsedrefractory-hematologic-malignancies-nct06492304/,A Phase 1/2 Dose Evaluation and Cohort Expansion Study of the Safety and Efficacy of Anti-CD70 Allogeneic CRISPR-Cas9-Engineered T Cells (CTX131) in Adult Subjects With Relapsed/Refractory Hematologic Malignancies,Relapsed/Refractory Hematologic Malignancies,Haematological malignancies (blood cancers),Ex-vivo,290,United States,Yes,2024,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,United States,,,
91,https://crisprmedicinenews.com/clinical-trial/relapsedrefractory-t-cell-acute-lymphoblastic-leukemia-or-lymphoma-nct06934382/,A Phase 1 Study of Allogeneic Anti-CD7 CAR-T Cells (BEAM-201) in Relapsed/Refractory T-cell Acute Lymphoblastic Leukemia (T-ALL) or T-cell Lymphoblastic Lymphoma (T-LLy),Relapsed/Refractory T-Cell Acute Lymphoblastic Leukemia or Lymphoma,Haematological malignancies (blood cancers),Ex-vivo,33,United States,Yes,2025,2025,Base editing,Base editing,1,0,0,United States,,,
92,https://crisprmedicinenews.com/clinical-trial/t-cell-acute-lymphoblastic-leukaemia-t-all-nct03690011/,Cell Therapy for High Risk T-cell Malignancies Using CD7-Specific CAR Expressed on Non-Edited T Cells (CRIMSON-NE),T-cell Acute Lymphoblastic Leukaemia,Haematological malignancies (blood cancers),Ex-vivo,21,United States,Yes,2021,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,United States,,,
93,https://crisprmedicinenews.com/clinical-trial/t-cell-acute-lymphoblastic-leukaemia-t-all-nct05397184/,Phase 1 Study of Base Edited CAR7 T Cells to Treat T Cell Malignancies (TvT CAR7),T-cell Acute Lymphoblastic Leukaemia,Haematological malignancies (blood cancers),Ex-vivo,10,United Kingdom,No,2022,2025,Base editing,Base editing,1,0,0,United Kingdom,,,
94,https://crisprmedicinenews.com/clinical-trial/t-cell-acute-lymphoblastic-leukaemia-t-all-and-lymphoma-t-ll-nct05885464/,"A Phase 1/2, Dose-Exploration and Dose-Expansion Study Evaluating the Safety and Efficacy of Multiplex Base-Edited, Allogeneic Anti-CD7 CAR-T Cells (BEAM-201) in Relapsed/Refractory T-Cell Acute Lymphoblastic Leukemia (T-ALL) or T-Cell Lymphoblastic Lymphoma (T-LL)","T-Cell Acute Lymphoblastic Leukaemia, T-ALL, and Lymphoma, T-LL",Haematological malignancies (blood cancers),Ex-vivo,102,United States,Yes,2023,2025,Base editing,Base editing,1,1,0,United States,,,
95,https://crisprmedicinenews.com/clinical-trial/t-cell-acute-lymphoblastic-leukemia-and-lymphoblastic-lymphoma-nct06514794/,"A Phase 2 Study of WU-CART-007, an Anti-CD7 Allogeneic CAR-T Cell Therapy in Patients With Relapsed/Refractory Cell Acute Lymphoblastic Leukemia/Lymphoblastic Lymphoma (T-RRex)",T-Cell Acute Lymphoblastic Leukemia and Lymphoblastic Lymphoma,Haematological malignancies (blood cancers),Ex-vivo,125,"United States, Australia",Yes,2025,2025,CRISPR-Cas9,CRISPR-Cas,0,1,0,"United States, Australia",,,
96,https://crisprmedicinenews.com/clinical-trial/t-cell-lymphoblastic-leukaemia-and-lymphoma-nct04264078/,"Anti-CD7 Universal CAR-T Cells for CD7+ T/NK Cell Hematologic Malignancies: a Multi-center, Uncontrolled Trial",T-Cell Lymphoblastic Leukaemia and Lymphoma,Haematological malignancies (blood cancers),Ex-vivo,30,China,No,2021,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,1,
97,https://crisprmedicinenews.com/clinical-trial/beta-thalassemia-nct06685536/,A Long-term Follow-up Study Evaluating the Safety and Efficacy of Subjects With β-thalassemia Treated With Base-edited Autologous Hematopoietic Stem Cell (CS-101) Transplantation,Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,5,China,No,2025,2025,"CRISPR-mediated base editing (transformer Base Editor, tBE)",Base editing,1,1,0,China,,1,
98,https://crisprmedicinenews.com/clinical-trial/beta-thalassemia-nct06717932/,A Long-term Follow-up Study Evaluating the Safety and Efficacy of Subjects With β-thalassemia Treated With CS-101 Transplantation,Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,8,China,No,2025,2025,"CRISPR-mediated base editing (transformer Base Editor, tBE)",Base editing,1,1,1,China,,1,
99,https://crisprmedicinenews.com/clinical-trial/beta-thalassemia-bt-nct03655678/,A Phase 1/2/3 Study of the Safety and Efficacy of a Single Dose of Autologous CRISPR-Cas9 Modified CD34+ Human Hematopoietic Stem and Progenitor Cells (hHSPCs) in Subjects With Transfusion-Dependent β-Thalassemia,Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,45,"United States, Canada, Germany, Italy, United Kingdom",Yes,2018,2025,CRISPR-Cas9,CRISPR-Cas,1,1,1,"United States, Canada, Germany, Italy, United Kingdom",,,
100,https://crisprmedicinenews.com/clinical-trial/beta-thalassemia-bt-nct03728322/,"A Safety and Efficacy Study of a Single Center, Open-label, Single Arm About the Gene Correction of HBB in Patient-specific iHSCs Using CRISPR/Cas9 That Intervent Subjests With β-thalassemia Mutations",Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,12,,No,2019,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,,,,
101,https://crisprmedicinenews.com/clinical-trial/beta-thalassemia-bt-nct04205435/,A Safety and Efficacy Study of β-globin Restored Autologous Hematopoietic Stem Cells for β-thalassemia Major Patients With CVS-654 Mutation,Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,2,China,No,2021,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,1,
102,https://crisprmedicinenews.com/clinical-trial/beta-thalassemia-bt-nct04211480/,An Open Label Trial of Evaluation of the Safety and Efficacy of Treatment With γ-globin Reactivated Autologous Hematopoietic Stem Cells in Subjects With β-thalassemia Major,Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,6,China,No,2020,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,1,
103,https://crisprmedicinenews.com/clinical-trial/beta-thalassemia-bt-nct05442346/,An Open Label Trial of Evaluation of the Safety and Efficacy of Treatment With γ-globin Reactivated Autologous Hematopoietic Stem Cells in Subjects With β-thalassemia Major,Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,5,China,No,2023,2025,Base editing,Base editing,1,1,0,China,,1,
104,https://crisprmedicinenews.com/clinical-trial/beta-thalassemia-bt-nct06024876/,A Clinical Study Evaluating the Safety and Efficacy of In-vitro tBE Edited Autologous Hematopoietic Stem Progenitor Cells(CS-101) in Treating Subjects With β-thalassemia,Beta-thalassemia,Haemoglobinopathies,Ex-vivo,5,China,No,2023,2025,"CRISPR-mediated base editing (transformer Base Editor, tBE)",Base editing,1,1,0,China,,1,
105,https://crisprmedicinenews.com/clinical-trial/beta-thalassemia-bt-nct06328764/,A Clinical Study Evaluating the Safety and Efficacy of In-vitro tBE Edited Autologous Hematopoietic Stem Progenitor Cells(CS-101) in Treating Subjects With β-thalassemia,Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,10,China,No,2024,2025,"CRISPR-mediated base editing (transformer Base Editor, tBE)",Base editing,1,1,0,China,,1,
106,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-nct07000318/,An Open-Label Study to Evaluate the Safety and Efficacy of a Single Dose of Autologous CD34+ Human Hematopoietic Stem Cells Modified Using Transformer Base Editor in Participants With Severe Sickle Cell Disease,Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,5,China,No,2025,2025,Base editing,Base editing,1,1,0,China,,1,
107,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct03167450/,"Examining the Knowledge, Attitudes, and Beliefs of Sickle Cell Disease Patients, Parents of Patients With Sickle Cell Disease, and Providers Towards the Integration of CRISPR in Clinical Care",Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,109,United States,Yes,2017,2025,CRISPR/Cas9,CRISPR-Cas,1,1,0,United States,,,
108,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct03653247/,"A Phase 1/2, Open-Label, Multicenter, Single-Arm Study to Assess the Safety, Tolerability, and Efficacy of BIVV003 for Autologous Hematopoietic Stem Cell Transplantation in Patients With Severe Sickle Cell Disease",Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,8,United States,Yes,2019,2025,ZNF-Zinc Finger Nucleases,Other,1,1,0,United States,,,
109,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct03745287/,A Phase 1/2/3 Study to Evaluate the Safety and Efficacy of a Single Dose of Autologous CRISPR-Cas9 Modified CD34+ Human Hematopoietic Stem and Progenitor Cells (CTX001) in Subjects With Severe Sickle Cell Disease,Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,45,"United States, Belgium, Canada, France, Germany, Italy, United Kingdom",Yes,2018,2025,CRISPR-Cas9,CRISPR-Cas,1,1,1,"United States, Belgium, Canada, France, Germany, Italy, United Kingdom",,,
110,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct04443907/,"A First-in-patient Phase I/II Clinical Study to Investigate the Safety, Tolerability and Efficacy of Genome-edited Hematopoietic Stem and Progenitor Cells in Subjects With Severe Complications of Sickle Cell Disease",Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,20,"United States, Italy",Yes,2020,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,"United States, Italy",,,
111,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct04774536/,Transplantation of CRISPRCas9 Corrected Hematopoietic Stem Cells (CRISPR_SCD001) in Patients With Severe Sickle Cell Disease,Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,9,United States,Yes,2023,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,United States,,,
112,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct04819841/,A Phase I/II Study of Nula-cel in Autologous CD34+ Hematopoietic Stem Cells to Convert HbS to HbA for Treating Severe Sickle Cell Disease,Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,15,United States,Yes,2021,2025,CRISPR-Cas,CRISPR-Cas,1,1,0,United States,,,
113,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct04853576/,A Phase 1/2 Study to Evaluate the Safety and Efficacy of a Single Dose of Autologous Clustered Regularly Interspaced Short Palindromic Repeats Gene-edited CD34+ Human Hematopoietic Stem and Progenitor Cells (EDIT-301) in Subjects With Severe Sickle Cell Disease,Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,40,"United States, Canada",Yes,2021,2025,CRISPR-Cas12a,CRISPR-Cas,1,1,0,"United States, Canada",,,
