index,trial_url,Study (disease • registry),Disease Category,Disease Area,Method,Enrollment (target),Countries (per CMN page),In US?,Start year,Last-updated year,Gene-editing method,Gene-editing category,Phase 1,Phase 2,Phase 3,Countries (per CMN page),,China,#ERROR!
114,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct05329649/,A Phase 3 Study to Evaluate the Safety and Efficacy of a Single Dose of CTX001 in Pediatric Subjects With Severe Sickle Cell Disease,Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,12,"United States, Germany, Italy, United Kingdom",Yes,2022,2025,CRISPR-Cas9,CRISPR-Cas,0,0,1,"United States, Germany, Italy, United Kingdom",,,
115,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct05456880/,A Phase 1/2 Study Evaluating the Safety and Efficacy of a Single Dose of Autologous CD34+ Base Edited Hematopoietic Stem Cells (BEAM-101) to Increase Fetal Hemoglobin (HbF) Production in Patients With Severe Sickle Cell Disease,Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,15,United States,Yes,2022,2025,Base editing,Base editing,1,1,0,United States,,,
116,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct05951205/,"A Phase 3 Study to Evaluate Efficacy and Safety of a Single Dose of Exa-cel in Subjects With Severe Sickle Cell Disease, βS/βC Genotype",Sickle cell disease,Haemoglobinopathies,Ex-vivo,12,USA,Yes,2024,2025,CRISPR-Cas9,CRISPR-Cas,0,0,1,USA,,,
117,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct06287086/,Clinical Study on the Safety and Efficacy of a Single Intravenous Dose of CRISPR/Cas9-Edited Autologous CD34+ Hematopoietic Stem/Progenitor Cells (BRL-101) in the Treatment of Sickle Cell Disease,Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,5,China,No,2024,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
118,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct06287099/,Clinical Study on the Safety and Efficacy of a Single Intravenous Dose of CRISPR/Cas9-Edited Autologous CD34+ Hematopoietic Stem/Progenitor Cells (BRL-101) in the Treatment of Sickle Cell Disease,Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,5,,Yes,2024,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,,,,
119,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct06300723/,Clinical Study to Evaluate the Safety and Efficacy of Single Dose Intravenous Infusion of CRISPR/Cas9-edited Autologous CD34 + Hematopoietic Stem/Progenitor Cells (BRL-101) in the Treatment of Severe Sickle Cell Disease,Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,1,China,No,2024,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
120,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct06506461/,St. Jude Autologous Genome Edited Stem Cells For Sickle Cell Disease-1 (SAGES1),Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,25,United States,Yes,2024,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,United States,,,
121,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-nct06565026/,An Open-Label Study to Evaluate the Safety and Efficacy of a Single Dose of Autologous CD34+ Human Hematopoietic Stem Cells Modified Using Transformer Base Editor in Participants With Severe Sickle Cell Disease,Sickle Cell Disease,Haemoglobinopathies,Ex-vivo,5,China,No,2024,2025,CRISPR-mediated base editing (Transformer Base Editor),Base editing,1,1,0,China,,,
122,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-and-transfusion-dependent-beta-thalassemia-tdt-nct05145062/,An Observational Long-term Safety and Efficacy Follow-up Study After Ex-vivo Gene Therapy With BIVV003 in Participants With Severe Sickle Cell Disease (SCD) or With ST-400 in Participants With Transfusion-dependent Beta-thalassemia (TDT) With Autologous Hematopoietic Stem Cell Transplant,"Sickle Cell Disease, Transfusion-Dependent Beta-thalassemia",Haemoglobinopathies,Ex-vivo,12,United States,Yes,2021,2025,NA,Other,1,1,0,United States,,,
123,https://crisprmedicinenews.com/clinical-trial/sickle-cell-disease-scd-and-transfusion-dependent-beta-thalassemia-tdt-nct05477563/,A Phase 3b Study to Evaluate Efficacy and Safety of a Single Dose of Autologous CRISPR Cas9 Modified CD34+ Human Hematopoietic Stem and Progenitor Cells (CTX001) in Subjects With Transfusion-Dependent β-Thalassemia or Severe Sickle Cell Disease,Sickle Cell Disease and Transfusion-Dependent Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,18,"United States, Germany, Italy",Yes,2022,2025,CRISPR-Cas9,CRISPR-Cas,0,0,1,"United States, Germany, Italy",,,
124,https://crisprmedicinenews.com/clinical-trial/sickle-cell-trait-nct06071377/,Achieving Understanding of the Natural History of Sickle Cell Trait (AUNT),Sickle Cell Trait,Haemoglobinopathies,Ex-vivo,1000,United States,Yes,2023,2025,,Other,1,1,0,United States,,,
125,https://crisprmedicinenews.com/clinical-trial/transfusion-dependent-beta-thalassaemia-tdt-nct04925206/,"A Multicenter, Open Label Phase 1 Study to Evaluate the Safety and Efficacy of a Single Dose of Autologous CRISPR-Cas9 Modified CD34+ Human Hematopoietic Stem and Progenitor Cells (hHSPCs) in Subjects With Transfusion Dependent β-Thalassaemia",Transfusion-Dependent Beta-Thalassaemia,Haemoglobinopathies,Ex-vivo,8,China,No,2021,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
126,https://crisprmedicinenews.com/clinical-trial/transfusion-dependent-beta-thalassemia-tdt-nct03432364/,"A Phase 1/2, Open-label, Single-arm Study to Assess the Safety, Tolerability, and Efficacy of ST-400 Autologous Hematopoietic Stem Cell Transplant for Treatment of Transfusion-Dependent Beta-thalassemia (TDT)",Transfusion-Dependent Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,5,United States,Yes,2018,2025,ZFN-Zinc Finger Nucleases,Other,1,1,0,United States,,,
127,https://crisprmedicinenews.com/clinical-trial/transfusion-dependent-beta-thalassemia-tdt-nct04390971/,"A Multi-center, Open Label Study to Evaluate the Safety and Efficacy of ET-01 Transplantation in Subjects With Transfusion Dependent β-Thalassemia",Transfusion-Dependent Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,6,China,No,2023,2025,NA,Other,1,0,0,China,,,
128,https://crisprmedicinenews.com/clinical-trial/transfusion-dependent-beta-thalassemia-tdt-nct05015920/,A Phase 1 Open Label Study Evaluating the Safety and Efficacy of Gene Therapy in Subjects With β-Thalassemia Major by Transplantation of Autologous CD34+Stem Cells Transduced With a Lentiviral Vector Encoding βA-T87Q-Globin,Transfusion-dependent Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,10,China,No,2021,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
129,https://crisprmedicinenews.com/clinical-trial/transfusion-dependent-beta-thalassemia-tdt-nct05356195/,A Phase 3 Study to Evaluate the Safety and Efficacy of a Single Dose of CTX001 in Pediatric Subjects With Transfusion-Dependent β-Thalassemia,Transfusion-Dependent Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,12,"United States, Canada, Germany, Italy, United Kingdom",Yes,2022,2025,CRISPR-Cas9,CRISPR-Cas,0,0,1,"United States, Canada, Germany, Italy, United Kingdom",,,
130,https://crisprmedicinenews.com/clinical-trial/transfusion-dependent-beta-thalassemia-tdt-nct05444894/,"A Multicenter Study to Evaluate the Safety, Tolerability, and Efficacy of a Single Dose of Autologous Clustered Regularly Interspaced Short Palindromic Repeats Gene-edited Cluster of Differentiation 34 (CD34+) Human Hematopoietic Stem and Progenitor Cells (HSPC) (EDIT-301) in Transfusion-Dependent Beta Thalassemia (TDT)",Transfusion-Dependent Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,6,United States,Yes,2022,2025,CRISPR-Cas12α,CRISPR-Cas,1,1,0,United States,,,
131,https://crisprmedicinenews.com/clinical-trial/transfusion-dependent-beta-thalassemia-tdt-nct05577312/,A Phase 1/2 Clinical Study to Evaluate the Safety and Efficacy of Single Dose Intravenous Infusion of BRL-101 in Subjects With Transfusion-Dependent β-Thalassemia,Transfusion-Dependent Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,9,China,No,2022,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
132,https://crisprmedicinenews.com/clinical-trial/transfusion-dependent-beta-thalassemia-tdt-nct05752123/,"A Single Site, Open Label Study to Evaluate the Safety and Efficacy of ET-01 Transplantation in Subjects With Transfusion Dependent β-Thalassemia",Transfusion Dependent β-Thalassemia,Haemoglobinopathies,Ex-vivo,2,China,No,2023,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,China,,,
133,https://crisprmedicinenews.com/clinical-trial/transfusion-dependent-beta-thalassemia-tdt-nct06041620/,A Study to Evaluate the Efficacy and Safety of Autologous CRISPR-Cas12b Edited Hematopoietic Stem Cells in Transfusion-dependent β Thalassemia Patients,Transfusion-Dependent Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,2,China,No,2023,2025,CRISPR-Cas12b,CRISPR-Cas,1,1,0,China,,,
134,https://crisprmedicinenews.com/clinical-trial/transfusion-dependent-beta-thalassemia-tdt-nct06065189/,Evaluation and Promotion of Key Technologies of Base-edited Autologous Hematopoietic Stem Cell Transplantation in Treating Patients With β-thalassemia Major,Transfusion-dependent Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,5,China,No,2024,2025,"CRISPR-mediated base editing (transformer Base Editor, tBE)",Base editing,1,1,0,China,,,
135,https://crisprmedicinenews.com/clinical-trial/transfusion-dependent-beta-thalassemia-tdt-nct06291961/,"A Single-arm, Open-label Phase I Clinical Trial to Evaluate the Safety, Tolerability, Efficacy, Pharmacokinetics and Pharmacodynamic Profile of a Single Dose of CS-101 Injection in Subjects With β-thalassemia Major",Transfusion-dependent Beta-Thalassemia,Haemoglobinopathies,Ex-vivo,8,China,No,2024,2025,"CRISPR-mediated base editing (transformer Base Editor, tBE)",Base editing,1,0,0,China,,,
136,https://crisprmedicinenews.com/clinical-trial/transfusion-dependent-beta-thalassemia-tdt-nct06298630/,Long-term Follow-up Study of BRL-101 in the Treatment of Transfusion-dependent β-thalassemia,Transfusion-dependent Beta-thalassemia,Haemoglobinopathies,Ex-vivo,45,China,No,2024,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
137,https://crisprmedicinenews.com/clinical-trial/hemophilia-b-nct06611436/,BeCoMe-9: a Phase 1/2 Dose Escalation and Expansion Study of BE-101 for the Treatment of Adults with Moderately Severe or Severe Hemophilia B,Hemophilia B,Haemophilia,In-vivo,24,United States,Yes,2024,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,United States,,,
138,https://crisprmedicinenews.com/clinical-trial/transthyretin-amyloidosis-cardiomyopathy-ttr-nct06082050/,Efficacy and Safety of Intravenous YOLT-201 for Transthyretin Amyloidosis Cardiomyopathy,Transthyretin Amyloidosis Cardiomyopathy,Hereditary amyloidosis,In-vivo,14,China,No,2023,2025,Base editor,Base editing,1,0,0,China,,,
139,https://crisprmedicinenews.com/clinical-trial/transthyretin-amyloidosis-with-polyneuropathy-attrv-pn-nct06672237/,"MAGNITUDE-2: a Phase 3, Multinational, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of NTLA-2001 in Participants with Hereditary Transthyretin Amyloidosis with Polyneuropathy (ATTRv-PN)",Transthyretin Amyloidosis with Polyneuropathy,Hereditary amyloidosis,In-vivo,50,Multinational,No,2024,2025,CRISPR-Cas9,CRISPR-Cas,0,0,1,Multinational,,,
140,https://crisprmedicinenews.com/clinical-trial/transthyretin-amyloidosis-attr-nct04601051/,"Phase 1 Two-Part (Open-label, Single Ascending Dose (Part 1) and Open-label, Single Dose Expansion (Part 2)) Study to Evaluate Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of NTLA-2001 in Patients With Hereditary Transthyretin Amyloidosis With Polyneuropathy (ATTRv-PN) and Patients With Transthyretin Amyloidosis-Related Cardiomyopathy (ATTR-CM)",Transthyretin Amyloidosis,Hereditary amyloidosis,In-vivo,72,"France, New Zealand, Sweden, United Kingdom",No,2020,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,"France, New Zealand, Sweden, United Kingdom",,,
141,https://crisprmedicinenews.com/clinical-trial/transthyretin-amyloidosis-attr-nct06128629/,"MAGNITUDE: A Phase 3, Multinational, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of NTLA-2001 in Participants With Transthyretin Amyloidosis With Cardiomyopathy (ATTR-CM)",Transthyretin Amyloidosis,Hereditary amyloidosis,In-vivo,765,Multinational,No,2023,2025,CRISPR-Cas9,CRISPR-Cas,0,0,1,Multinational,,,
142,https://crisprmedicinenews.com/clinical-trial/transthyretin-amyloidosis-attr-nct06539208/,"A Phase I/IIa，Open-label, Single Ascending Dose and Dose-expansion Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of YOLT-201 in Patients With Transthyretin Amyloidosis Polyneuropathy (ATTR-PN) or Transthyretin Amyloidosis Cardiomyopathy (ATTR-CM)",Transthyretin Amyloidosis,Hereditary amyloidosis,In-vivo,31,China,No,2024,2025,Base editing,Base editing,1,1,0,China,,,
143,https://crisprmedicinenews.com/clinical-trial/cd40l-hyperigm-syndrome-nct06959771/,Base Editing Hematopoietic Stem Cell Gene Therapy for CD40L-HyperIgM Syndrome-Single Patient Study,CD40L-HyperIgM Syndrome,Immunodeficiencies,Ex-vivo,1,United States,Yes,2025,2025,Base editing,Base editing,1,0,0,United States,,,
144,https://crisprmedicinenews.com/clinical-trial/chronic-granulomatous-disease-nct06559176/,A Phase 1/2 Study Evaluating Gene Therapy by Transplantation of Autologous CD34+ Stem Cells Modified Ex Vivo Using Prime Editing (PM359) in Participants With Autosomal Recessive Chronic Granulomatous Disease Due to Mutations in the NCF1 Gene,Chronic Granulomatous Disease,Immunodeficiencies,Ex-vivo,12,"United States, Canada, United Kingdom",Yes,2024,2025,Prime editing,Prime editing,1,1,0,"United States, Canada, United Kingdom",,,
145,https://crisprmedicinenews.com/clinical-trial/chronic-granulomatous-disease-cgd-nct06325709/,Phase 1/2 Trial of Base Editing for Mutation Repair in Hematopoietic Stem & Progenitor Cells for X-linked Chronic Granulomatous Disease,Chronic Granulomatous Disease,Immunodeficiencies,Ex-vivo,10,United States,Yes,2024,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,United States,,,
146,https://crisprmedicinenews.com/clinical-trial/hereditary-angioedema-hae-nct05120830/,"Phase 1/2 Study to Evaluate Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of NTLA-2002 in Adults With Hereditary Angioedema (HAE)",Hereditary Angioedema,Immunodeficiencies,Ex-vivo,55,"Australia, France, Germany, Netherlands, New Zealand, United Kingdom",No,2021,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,"Australia, France, Germany, Netherlands, New Zealand, United Kingdom",,,
147,https://crisprmedicinenews.com/clinical-trial/hereditary-angioedema-hae-nct06634420/,"HAELO: a Phase 3, Multinational, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of NTLA-2002 in Participants with Hereditary Angioedema (HAE)",Hereditary Angioedema,Immunodeficiencies,Ex-vivo,60,United States,Yes,2024,2025,CRISPR-Cas9,CRISPR-Cas,0,0,1,United States,,,
148,https://crisprmedicinenews.com/clinical-trial/x-linked-severe-combined-immunodeficiency-nct06851767/,Phase 1/2 Base-Edited Hematopoietic Stem/Progenitor Cell X-Linked Severe Combined Immunodeficiency Gene Therapy,X-Linked Severe Combined Immunodeficiency,Immunodeficiencies,Ex-vivo,18,United States,Yes,2025,2025,Base editing,Base editing,1,1,0,United States,,,
149,https://crisprmedicinenews.com/clinical-trial/abca4-retinopathy-nct06445322/,ABCA4 Retinopathy,ABCA4-related retinopathies,Inherited eye diseases,In-vivo,50,United States,Yes,2024,2025,,Other,1,0,0,United States,,,
150,https://crisprmedicinenews.com/clinical-trial/abca4-retinopathy-nct06467344/,"ACDN-01-001: Open-Label, Single Ascending Dose Study to Evaluate the Safety, Tolerability, and Preliminary Efficacy of Subretinal ACDN-01 in Participants With ABCA4-related Retinopathy",ABCA4 Retinopathy,Inherited eye diseases,In-vivo,13,United States,Yes,2024,2025,RNA exon editing,RNA editing,1,0,0,United States,,,
151,https://crisprmedicinenews.com/clinical-trial/leber-congenital-amaurosis-lca-nct03872479/,"Open-Label, Single Ascending Dose Study to Evaluate the Safety, Tolerability, and Efficacy of EDIT-101 in Adult and Pediatric Participants With Leber Congenital Amaurosis Type 10 (LCA10), With Centrosomal Protein 290 (CEP290)-Related Retinal Degeneration Caused by a Compound Heterozygous or Homozygous Mutation Involving c.2991+1655A>G in Intron 26 (IVS26) of the CEP290 Gene",Leber Congenital Amaurosis,Inherited eye diseases,In-vivo,34,United States,Yes,2019,2025,CRISPR-cas9,CRISPR-Cas,1,1,0,United States,,,
152,https://crisprmedicinenews.com/clinical-trial/neovascular-age-related-macular-degeneration-namd-nct06031727/,"A Trial to Evaluate the Safety, Tolerability, and Efficacy of CRISPR-Cas13 RNA-editing Therapy Targeting Knockdown of Vascular Endothelial Growth Factor A (HG202) in the Treatment of Neovascular Age-related Macular Degeneration (nAMD)",Neovascular Age-related Macular Degeneration,Inherited eye diseases,In-vivo,12,China,No,2023,2025,CRISPR-Cas13,CRISPR-Cas,1,1,0,China,,,
153,https://crisprmedicinenews.com/clinical-trial/neovascular-age-related-macular-degeneration-namd-nct06623279/,"A Phase 1, Open-label, Multiple-cohort, Dose-escalation Study to Evaluate the Safety and Tolerability of HG202 High-fidelity CRISPR-Cas13 (hfCas13Y) RNA-targeting Therapy for Neovascular Age-related Macular Degeneration (nAMD)",Neovascular Age-Related Macular Degeneration,Inherited eye diseases,In-vivo,15,,No,2025,2025,CRISPR-Cas13Y,CRISPR-Cas,1,0,0,,,,
154,https://crisprmedicinenews.com/clinical-trial/primary-open-angle-glaucoma-poag-nct06465537/,A Clinical Study on CRISPR/Cas9 Instantaneous Gene Editing Therapy to Primary Open-angle Glaucoma With Elevated Intraocular Pressure and MYOC Gene Mutation,"Primary Open Angle Glaucoma, POAG",Inherited eye diseases,In-vivo,9,China,No,2024,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
155,https://crisprmedicinenews.com/clinical-trial/retinal-degeneration-nct03396042/,Natural History Study of CEP290-Related Retinal Degeneration,Retinal Degeneration,Inherited eye diseases,In-vivo,26,"United States, France, Germany, Netherlands",Yes,2017,2025,N/A,Other,1,1,0,"United States, France, Germany, Netherlands",,,
156,https://crisprmedicinenews.com/clinical-trial/retinitis-pigmentosa-nct06952842/,"A Single-Arm, Open-Label, Phase 1/2 Clinical Trial of ZVS203e in Subjects With Retinitis Pigmentosa Associated With RHO Mutation",Retinitis Pigmentosa,Inherited eye diseases,In-vivo,18,China,No,2025,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
157,https://crisprmedicinenews.com/clinical-trial/retinitis-pigmentosa-rp-nct05805007/,"A Single-arm, Open-label Exploratory Clinical Study to Assess the Preliminary Safety of the Gene Editing Drug ZVS203e for the Management of Retinitis Pigmentosa Caused by Mutations in the RHO Gene",Retinitis Pigmentosa,Inherited eye diseases,In-vivo,9,,No,2023,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,,,,
158,https://crisprmedicinenews.com/clinical-trial/liver-transplant-nct07053488/,"A Phase 1/2, Open-Label, Single-Arm Study to Evaluate the Safety, Immunogenicity Reduction, Transplant Function, and Feasibility of Ex Vivo CRISPR-Cas9 Gene-Edited Donor Liver Transplantation Targeting HLA Class I (HLA-A, HLA-B) and Class II (Via CIITA) Genes.",Liver Transplant,Liver diseases,In-vivo,90,China,No,2025,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,China,,,
159,https://crisprmedicinenews.com/clinical-trial/familial-chylomicronemia-syndrome-fcs-nct07176923/,"A Clinical Study to Evaluate the Safety, Tolerability, Pharmacodynamics, and Pharmacokinetics of CS-121, an In Vivo Base Editing Therapy Delivered by Lipid Nanoparticles Targeting APOC3, in Adults With Familial Chylomicronemia Syndrome",Familial Chylomicronemia Syndrome,Metabolic disorders,In-vivo,15,China,No,2025,2025,Base editing,Base editing,1,0,0,China,,,
160,https://crisprmedicinenews.com/clinical-trial/glycogen-storage-disease-type-ia-gsdia-nct06735755/,"A Phase 1/2, Dose-Exploration Study to Evaluate the Safety and Efficacy of BEAM-301 in Patients with Glycogen Storage Disease Type Ia (GSDIa) Homozygous or Compound Heterozygous for the G6PC1 C.247C>T (p.R83C) Variant",Glycogen Storage Disease Type Ia,Metabolic disorders,In-vivo,36,United States,Yes,2024,2025,Adenine base editor (ABE),Base editing,1,1,0,United States,,,
161,https://crisprmedicinenews.com/clinical-trial/mucopolysaccharidosis-i-mps-i-nct02702115/,"A Phase I / 2, Multicenter, Open-label, Single-dose, Dose-ranging Study to Assess the Safety and Tolerability of SB-318, a rAAV2/6-based Gene Transfer in Subjects With Mucopolysaccharidosis I (MPS I)",Mucopolysaccharidosis I,Metabolic disorders,In-vivo,3,United States,Yes,2017,2025,ZFN- Zinc Finger Nucleases,Other,1,1,0,United States,,,
162,https://crisprmedicinenews.com/clinical-trial/mucopolysaccharidosis-ii-mps-ii-nct03041324/,"A Phase I / 2, Multicenter, Open-label, Single-dose, Dose-ranging Study to Assess the Safety and Tolerability of SB-913, a rAAV2/6-based Gene Transfer in Subjects With Mucopolysaccharidosis II (MPS II)",Mucopolysaccharidosis II,Metabolic disorders,In-vivo,9,United States,Yes,2017,2025,ZFN-Zinc Finger Nucleases,Other,1,1,0,United States,,,
163,https://crisprmedicinenews.com/clinical-trial/mucopolysaccharidosis-ii-mps-ii-nct05238324/,A Phase 1 Open-Label Dose Escalation Study to Evaluate the Safety and Efficacy of HMI-203 in ERT-Treated Adults With Mucopolysaccharidosis Type II (MPS II) (juMPStart Trial),Mucopolysaccharidosis II,Metabolic disorders,In-vivo,0,"United States, Canada",Yes,2022,2025,Nuclease-free gene-editing,Other,1,0,0,"United States, Canada",,,
164,https://crisprmedicinenews.com/clinical-trial/ornithine-transcarbamylase-deficiency-otc-nct06255782/,"A Phase I/II First-in-Human, Open-Label, Dose-Escalation Study to Evaluate the Safety and Efficacy of a Single Intravenous (IV) Administration of ECUR-506 in Males Less Than 9 Months of Age With Genetically Confirmed Neonatal Onset Ornithine Transcarbamylase (OTC) Deficiency",Ornithine Transcarbamylase Deficiency,Metabolic disorders,In-vivo,8,,No,2024,2025,ARCUS® nuclease,Other,1,1,0,,,,
165,https://crisprmedicinenews.com/clinical-trial/phenylketonuria-pku-nct04768348/,A Prospective Study Investigating the Natural History of Adults With Phenylketonuria (PKU) Due to Phenylalanine Hydroxylase Deficiency,Phenylketonuria,Metabolic disorders,In-vivo,7,United States,Yes,2020,2025,NA,Other,0,0,0,United States,,,
166,https://crisprmedicinenews.com/clinical-trial/phenylketonuria-pku-nct05222178/,"A Phase 1, Open-Label, Dose-Escalation Study to Evaluate the Safety and Efficacy of HMI-103 Administered Intravenously in Adult Participants With Classical PKU Due to PAH Deficiency",Phenylketonuria,Metabolic disorders,In-vivo,9,United States,Yes,2022,2025,Proprietary nuclease-free gene-editing method,Other,1,0,0,United States,,,
167,https://crisprmedicinenews.com/clinical-trial/primary-hyperoxaluria-type-1-nct06839235/,"A Phase 1/2 Dose Escalation Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Preliminary Efficacy of ABO-101 in Participants With Primary Hyperoxaluria Type 1 (PH1)",Primary Hyperoxaluria Type 1,Metabolic disorders,In-vivo,23,United States,Yes,2025,2025,CRISPR Cas12i2,CRISPR-Cas,1,1,0,United States,,,
168,https://crisprmedicinenews.com/clinical-trial/type-1-diabetes-t1d-nct05210530/,"An Open-Label, First-In-Human Study Evaluating the Safety and Tolerability of VCTX210A Combination Product in Subjects With Type 1 Diabetes Mellitus (T1D)",Type 1 Diabetes,Metabolic disorders,In-vivo,10,Canada,No,2022,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,Canada,,,
169,https://crisprmedicinenews.com/clinical-trial/type-1-diabetes-t1d-nct05565248/,"An Open-Label, First-in-Human Study Evaluating the Safety, Tolerability, and Efficacy of VCTX211 Combination Product in Subjects With Type 1 Diabetes Mellitus (T1D)",Type 1 Diabetes,Metabolic disorders,In-vivo,40,Canada,No,2023,2025,CRISPR-Cas9,CRISPR-Cas,1,1,0,Canada,,,
170,https://crisprmedicinenews.com/clinical-trial/type-1-diabetes-t1d-nct06239636/,First-in-human Safety Study of Hypoimmune Pancreatic Islet Transplantation in Adult Subjects With Type 1 Diabetes,Type 1 Diabetes,Metabolic disorders,In-vivo,2,Sweden,No,2024,2025,CRISPR-Cas12b,CRISPR-Cas,1,1,0,Sweden,,,
171,https://crisprmedicinenews.com/clinical-trial/type-1-primary-hyperoxaluria-ph1-nct06511349/,Clinical Exploration Study of YOLT-203 in the Treatment of Type 1 Primary Hyperoxaluria (PH1),Primary hyperoxaluria,Metabolic disorders,In-vivo,7,China,No,2024,2025,CRISPR-Cas12,CRISPR-Cas,1,0,0,China,,,
172,https://crisprmedicinenews.com/clinical-trial/type-1-primary-hyperoxaluria-ph1-nct06892301/,Clinical Exploration Study of YOLT-203 in the Treatment of Type 1 Primary Hyperoxaluria (PH1),Primary Hyperoxaluria,Metabolic disorders,In-vivo,2,China,No,2025,2025,CRISPR-Cas12,CRISPR-Cas,1,0,0,China,,,
173,https://crisprmedicinenews.com/clinical-trial/duchenne-muscular-dystrophy-dmd-nct05514249/,Treatment of a Single Patient With CRD-TMH-001,Duchenne Muscular Dystrophy,Muscular dystrophies,In-vivo,1,United States,Yes,2022,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,United States,,,
174,https://crisprmedicinenews.com/clinical-trial/duchenne-muscular-dystrophy-dmd-nct06594094/,An Investigator-initiated Clinical Study Evaluating the CRISPR-hfCas12Max Gene Editing Therapy in the Treatment of Duchenne Muscular Dystrophy (DMD),Duchenne Muscular Dystrophy,Muscular dystrophies,In-vivo,6,China,No,2024,2025,CRISPR/hfCas12Max,CRISPR-Cas,1,1,0,China,,,
175,https://crisprmedicinenews.com/clinical-trial/facioscapulohumeral-muscular-dystrophy-nct06907875/,"A Phase 1/2 Open-label Dose-escalation Study to Evaluate the Safety, Tolerability, and Biological Activity of EPI-321, an AAVrh74-delivered Epigenetic Editing Therapy in Adult FSHD Patients",Facioscapulohumeral Muscular Dystrophy,Muscular dystrophies,In-vivo,9,"United States, Australia, New Zealand",Yes,2025,2025,Epigenome editing,Epigenetic editing,1,1,0,"United States, Australia, New Zealand",,,
176,https://crisprmedicinenews.com/clinical-trial/limb-girdle-muscular-dystrophy-lgmd-nct05588401/,Phase 1/2a First-in-human Trial Evaluating Autologous Gene-edited Muscle Stem Cells in Limb Girdle Muscular Dystrophies (GenPHSats-bASKet),Limb Girdle Muscular Dystrophy,Muscular dystrophies,In-vivo,6,,No,2024,2025,CRISPR-Cas,CRISPR-Cas,1,1,0,,,,
177,https://crisprmedicinenews.com/clinical-trial/merosin-deficient-congenital-muscle-dystrophy-type-1a-mdc1a-nct06582537/,Ex Vivo Genetic Correction of LAMA2 Mutation(s) in Myogenic Stem Cells of Patients with Merosin-deficient Congenital Muscle Dystrophy Type 1a (MDC1a),Merosin-deficient congenital muscle dystrophy type 1a,Muscular dystrophies,In-vivo,7,Netherlands,No,2020,2025,CRISPR-Cas9,CRISPR-Cas,1,0,0,Netherlands,,,
